"","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultCommentText","USGSPCode","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode"
"280011","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097910","",NA,"Hardness, Ca, Mg","","75.2","mg/l CaCO3",NA,"Accepted","","Actual","","","","",900,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280012","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097911","",NA,"Hardness, non-carbonate","Dissolved","15","mg/l CaCO3",NA,"Accepted","","Actual","","","","",904,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280013","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097912","",NA,"Calcium","Dissolved","22.5","mg/l",NA,"Accepted","","Actual","","","","",915,"PLA11","USGS","Metals, wf, ICP-AES (NWQL)",NA,"USGS OF 93-125, p 101","","","",NA,"",NA,""
"280014","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097913","",NA,"Magnesium","Dissolved","4.62","mg/l",NA,"Accepted","","Actual","","","","",925,"PLA11","USGS","Metals, wf, ICP-AES (NWQL)",NA,"USGS OF 93-125, p 101","","","",NA,"",NA,""
"280015","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097914","",NA,"Sodium","Dissolved","42.9","mg/l",NA,"Accepted","","Actual","","","","",930,"PLA11","USGS","Metals, wf, ICP-AES (NWQL)",NA,"USGS OF 93-125, p 101","","","",NA,"",NA,""
"280016","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097915","",NA,"Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)]","","2.15","None",NA,"Accepted","","Actual","","","","",931,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280017","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097916","",NA,"Sodium, percent total cations","","53","%",NA,"Accepted","","Actual","","","","",932,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280018","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097917","",NA,"Potassium","Dissolved","5.51","mg/l",NA,"Accepted","","Actual","","","","",935,"AA030","USGS","Potassium, wf, direct AAS (NWQL)",NA,"USGS TWRI 5-A1/1989, p 393","","","",NA,"",NA,""
"280019","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097918","",NA,"Chloride","Dissolved","53","mg/l",NA,"Accepted","","Actual","","","","",940,"IC022","USGS","Anions, wf, IC",NA,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","","","",NA,"",NA,""
"280020","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097919","",NA,"Sulfate","Dissolved","22.2","mg/l",NA,"Accepted","","Actual","","","","",945,"IC022","USGS","Anions, wf, IC",NA,"Standard Methods (22d ed), 2012, p 4-5 - 4-7","","","",NA,"",NA,""
"280021","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097920","",NA,"Fluoride","Dissolved","0.36","mg/l",NA,"Accepted","","Actual","","","","",950,"ISE05","USGS","Anions, wf, ISE",NA,"USGS TWRI 5-A1/1989, p 221","","","",NA,"",NA,""
"280022","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097921","",NA,"Silica","Dissolved","10.9","mg/l",NA,"Accepted","","Actual","","","","",955,"PLA11","USGS","Metals, wf, ICP-AES (NWQL)",NA,"USGS OF 93-125, p 101","","","",NA,"",NA,""
"280023","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097922","",NA,"Barium","Dissolved","46.2","ug/l",NA,"Accepted","","Actual","","","","",1005,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280024","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097923","Not Detected",NA,"Beryllium","Dissolved","","",NA,"Accepted","","Actual","","","","",1010,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"Historical Lower Reporting Limit",0.06,"ug/l"
"280025","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097924","",NA,"Cadmium","Dissolved","0.487","ug/l",NA,"Accepted","","Actual","","","","",1025,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280026","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097925","",NA,"Chromium","Dissolved","0.6","ug/l",NA,"Accepted","","Estimated","","","","",1030,"GF075","USGS","Chromium, wf, GFAAS",NA,"USGS OF 93-449","","","",NA,"",NA,""
"280027","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097926","",NA,"Cobalt","Dissolved","0.157","ug/l",NA,"Accepted","","Actual","","","","",1035,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280028","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097927","",NA,"Copper","Dissolved","10.5","ug/l",NA,"Accepted","","Actual","","","","",1040,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280029","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097928","",NA,"Iron","Dissolved","74.8","ug/l",NA,"Accepted","","Actual","","","","",1046,"PLA11","USGS","Metals, wf, ICP-AES (NWQL)",NA,"USGS OF 93-125, p 101","","","",NA,"",NA,""
"280030","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097929","",NA,"Lead","Dissolved","0.244","ug/l",NA,"Accepted","","Actual","","","","",1049,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280031","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097930","",NA,"Manganese","Dissolved","59.7","ug/l",NA,"Accepted","","Actual","","","","",1056,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280032","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097931","",NA,"Molybdenum","Dissolved","2.61","ug/l",NA,"Accepted","","Actual","","","","",1060,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280033","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097932","",NA,"Nickel","Dissolved","5.38","ug/l",NA,"Accepted","","Actual","","","","",1065,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280034","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097933","Not Detected",NA,"Silver","Dissolved","","",NA,"Accepted","","Actual","","","","",1075,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"Historical Lower Reporting Limit",1,"ug/l"
"280035","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097934","",NA,"Zinc","Dissolved","19.3","ug/l",NA,"Accepted","","Actual","","","","",1090,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280036","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097935","",NA,"Antimony","Dissolved","0.233","ug/l",NA,"Accepted","","Actual","","","","",1095,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280037","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097936","",NA,"Aluminum","Dissolved","4.7","ug/l",NA,"Accepted","","Actual","","","","",1106,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280038","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097937","",NA,"Uranium","Dissolved","0.125","ug/l",NA,"Accepted","","Actual","","","","",22703,"PLM43","USGS","Metals, wf, ICP-MS",NA,"USGS OF 92-634","","","",NA,"",NA,""
"280039","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097938","",NA,"Height, gage","","1.16","m",NA,"Accepted","","Actual","","","","",30207,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280040","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097939","",NA,"Stream flow, instantaneous","","0.75","m3/sec",NA,"Accepted","","Actual","","","","",30209,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280041","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097940","",NA,"Fecal Coliform","","212","cfu/100ml",NA,"Accepted","","Actual","","","","",31616,"","","",NA,"","","","",NA,"",NA,""
"280042","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097941","",NA,"Alkalinity","Dissolved","61","mg/l CaCO3",NA,"Accepted","","Actual","","","","",39086,"","","",NA,"","","","",NA,"",NA,""
"280043","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097943","",NA,"Total dissolved solids","Dissolved","224","mg/l",NA,"Accepted","","Actual","","","180 deg C","",70300,"ROE10","USGS","ROE, wf, 180C, by weight (NWQL)",NA,"USGS TWRI 5-A1/1989, p 437","","","",NA,"",NA,""
"280044","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097944","",NA,"Total dissolved solids","Dissolved","224","mg/l",NA,"Accepted","","Estimated","","","","",70301,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280045","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097945","",NA,"Total dissolved solids","Dissolved","16.1","tons/day",NA,"Accepted","","Actual","","","","",70302,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280046","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097946","",NA,"Total dissolved solids","Dissolved","0.3","tons/ac ft",NA,"Accepted","","Actual","","","","",70303,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280047","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097947","",NA,"Ammonia and ammonium","Dissolved","0.094","mg/l NH4",NA,"Accepted","","Actual","","","","",71846,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280048","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097948","",NA,"Nitrate","Dissolved","22.8","mg/l asNO3",NA,"Accepted","","Actual","","","","",71851,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280049","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097949","",NA,"Nitrite","Dissolved","0.184","mg/l asNO2",NA,"Accepted","","Actual","","","","",71856,"ALGOR","USGS","Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7","","","",NA,"",NA,""
"280050","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097953","",NA,"Specific conductance","Total","388","uS/cm @25C",NA,"Accepted","","Actual","","","25 deg C","",90095,"WHT03","USGS","Specific cond, lab, autom bridge",NA,"USGS TWRI 5-A1/1989, p 461","","","",NA,"",NA,""
"280051","Sample-Routine","Water","Surface Water","9/18/2001","9:25:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01189030","","","Stable, low stage","Routine sample",NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-81","NWIS-66097954","",NA,"Enterococcus","","184","cfu/100ml",NA,"Accepted","","Actual","","","","",90909,"","","",NA,"","","","",NA,"",NA,""
"280052","Sample-Routine","Water","Surface Water","4/26/2001","13:00:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01187850","","","Stable, normal stage","Routine sample",NA,"USGS","USGS","USGS",NA,"Unknown","NWIS-66059884","",NA,"Temperature, air","","15","deg C",NA,"Accepted","","Actual","","","","",20,"","","",NA,"","","","",NA,"",NA,""
"280053","Sample-Routine","Water","Surface Water","4/26/2001","13:00:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01187850","","","Stable, normal stage","Routine sample",NA,"USGS","USGS","USGS",NA,"Unknown","NWIS-66059885","",NA,"Barometric pressure","","758","mm/Hg",NA,"Accepted","","Actual","","","","",25,"","","",NA,"","","","",NA,"",NA,""
"280054","Sample-Routine","Water","Surface Water","4/26/2001","13:00:00","EST","U.S. Geological Survey-Water Resources Discipline","USGS-01187850","","","Stable, normal stage","Routine sample",NA,"USGS","USGS","USGS",NA,"Unknown","NWIS-66059883","",NA,"Temperature, water","","9.5","deg C",NA,"Accepted","","Actual","","","","",10,"","","",NA,"","","","",NA,"",NA,""
