studyno,version,doi,country,c_sample,c_alphan,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,SI_v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,SEX,BIRTH,AGE,EDUCYRS,AT_ISCD,CH_ISCD,DE_ISCD,DK_ISCD,FI_ISCD,IS_ISCD,HU_ISCD,JP_ISCD,NZ_ISCD,PH_ISCD,RU_ISCD,SI_ISCD,TH_ISCD,TW_ISCD,ISCED,EDULEVEL,WORK,WRKHRS,EMPREL,WRKSUP,NSUP,TYPORG1,TYPORG2,ISCO08,MAINSTAT,PARTLIV,SPWORK,SPWRKHRS,SPEMPREL,SPWRKSUP,SPISCO08,SPMAINST,UNION,AT_RELIG,CH_RELIG,DE_RELIG,DK_RELIG,FI_RELIG,IS_RELIG,HU_RELIG,JP_RELIG,NZ_RELIG,PH_RELIG,RU_RELIG,SI_RELIG,TH_RELIG,TW_RELIG,RELIGGRP,ATTEND,TOPBOT,VOTE_LE,AT_PRTY,CH_PRTY,DE_PRTY,DK_PRTY,FI_PRTY,IS_PRTY,HU_PRTY,JP_PRTY,NZ_PRTY,PH_PRTY,RU_PRTY,SI_PRTY,TH_PRTY,TW_PRTY,PARTY_LR,AT_ETHN1,AT_ETHN2,CH_ETHN1,CH_ETHN2,DE_ETHN1,DE_ETHN2,DK_ETHN1,DK_ETHN2,FI_ETHN1,FI_ETHN2,IS_ETHN1,IS_ETHN2,HU_ETHN1,HU_ETHN2,JP_ETHN1,JP_ETHN2,NZ_ETHN1,NZ_ETHN2,PH_ETHN1,PH_ETHN2,RU_ETHN1,RU_ETHN2,SI_ETHN1,SI_ETHN2,TH_ETHN1,TH_ETHN2,TW_ETHN1,TW_ETHN2,HOMPOP,HHADULT,HHCHILDR,HHTODD,AT_RINC,CH_RINC,DE_RINC,DK_RINC,FI_RINC,IS_RINC,HU_RINC,JP_RINC,NZ_RINC,PH_RINC,RU_RINC,SI_RINC,TH_RINC,TW_RINC,AT_INC,CH_INC,DE_INC,DK_INC,FI_INC,IS_INC,HU_INC,JP_INC,NZ_INC,PH_INC,RU_INC,SI_INC,TH_INC,TW_INC,MARITAL,F_BORN,M_BORN,URBRURAL,AT_REG,CH_REG,DE_REG,DK_REG,FI_REG,IS_REG,HU_REG,JP_REG,NZ_REG,PH_REG,RU_REG,SI_REG,TH_REG,TW_REG,CASEID,SUBSCASE,DATEYR,DATEMO,DATEDY,INTLANG,WEIGHT,MODE,PARTIALS
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,8,1,4,1,5,4,5,3,2,4,6,7,3,3,4,7,3,0,5,1,4,2,4,-8,2,2,2,1,5,4,2,1,5,3,2,5,2,2,2,2,1,3,4,2,2,4,4,1,0,-1,0,8,2,2,2,2,1,2,2,1,2,1,1995,26,17,740,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,740,7,3,-4,-4,-4,-4,-1,-4,-4,3,2,3,-4,-4,-4,-4,3,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,7,-4,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,3,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,0,0,875,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5500,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,124,124,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000078E+15,0,2021,6,-9,11,2.486543,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,2,6,2,5,2,4,4,1,4,5,9,7,7,5,3,7,3,3,3,4,3,4,4,2,4,5,5,2,4,4,4,2,5,4,3,2,3,2,4,-8,2,2,1,2,2,4,2,0,4,-1,2,3,2,4,2,2,2,2,1,1,1,2,1964,57,17,740,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,740,7,1,2,2,2,-4,-1,2,2642,2,1,1,42,1,1,4110,1,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,8,7,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,1750,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4750,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,40,40,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000078E+15,0,2021,6,-9,11,.637411,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,8,-8,3,1,-8,-8,1,2,5,8,8,8,8,2,-8,3,4,6,-8,-8,-8,-8,-8,-8,5,5,5,5,2,2,3,2,-8,2,4,2,-8,-8,-8,2,-8,5,1,3,3,2,0,8,-1,1,4,1,3,2,2,2,2,1,1,1,2,1978,43,10,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,1,43,1,2,-4,-1,2,4321,1,1,1,43,1,1,7231,1,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,5,5,2,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,3,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,0,1150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2800,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,70,70,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000078E+15,0,2021,5,-9,11,1.699713,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,2,1,3,1,1,-8,2,4,3,5,1,5,1,3,8,3,5,7,-8,1,4,4,1,4,5,5,5,5,5,5,5,5,-8,5,5,5,3,1,2,4,1,1,3,3,5,2,0,1,-1,0,3,1,1,2,2,2,2,1,1,1,2,1956,65,10,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,2,-4,1,2,-4,-1,2,4220,6,1,2,-4,1,1,5410,6,3,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,5,7,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,1150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3750,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,40,40,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000078E+15,0,2021,6,-9,11,.581707,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,8,7,2,1,2,2,2,3,4,3,5,5,5,5,4,1,4,0,2,1,4,1,4,4,1,4,4,5,4,2,3,3,4,4,4,4,2,2,2,2,2,2,2,1,1,4,2,0,3,-1,2,3,1,2,2,1,2,2,2,1,1,2,1988,33,10,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,1,42,1,2,-4,-1,1,5230,1,3,-4,-4,-4,-4,-4,-4,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,3,2,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,1150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1350,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,40,40,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000078E+15,0,2021,5,-9,11,.465254,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,2,4,3,1,4,4,4,2,4,4,8,7,4,7,5,7,4,0,5,5,5,2,4,3,4,1,2,2,5,5,1,4,5,5,5,2,2,2,2,2,2,1,1,1,1,5,1,0,2,-1,5,3,1,2,2,1,1,2,1,1,3,1,1938,83,17,740,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,740,7,2,-4,1,1,30,-1,2,2433,6,3,-4,-4,-4,-4,-4,-4,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,5,7,-4,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,3,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,2750,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2800,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,276,276,4,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000078E+15,0,2021,5,-9,11,.327417,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,6,1,1,2,1,1,1,2,1,3,7,5,0,5,3,5,4,2,6,4,4,2,4,4,2,4,5,4,5,4,2,2,4,4,4,4,1,1,3,4,1,4,1,2,2,5,1,0,2,-1,3,3,1,1,2,1,1,2,2,2,2,2,1939,82,10,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,2,-4,1,2,-4,-1,2,9123,6,3,-4,-4,-4,-4,-4,-4,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,6,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,40,40,3,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000078E+15,0,2021,5,-9,11,.469052,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,2,-8,1,-8,2,5,4,3,2,9,3,5,4,3,7,4,5,5,2,3,4,4,2,4,1,2,5,5,4,3,2,4,4,4,4,2,2,2,2,-8,-8,1,2,2,4,1,0,3,-1,1,3,1,3,2,2,1,2,3,1,1,2,1943,78,21,840,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,840,8,2,-4,1,1,5,-1,1,2161,6,3,-4,-4,-4,-4,-4,-4,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,7,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,3750,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3750,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,40,40,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000078E+15,0,2021,5,-9,11,.418292,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,6,1,2,5,2,5,4,1,3,8,7,5,4,1,2,3,5,5,3,4,4,2,2,4,5,5,5,5,2,4,4,4,2,4,4,3,2,2,2,2,5,5,1,3,4,3,0,0,-1,0,2,4,3,2,2,2,2,1,1,1,1,1940,81,13,550,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,550,5,2,-4,2,2,-4,-1,2,1222,6,3,-4,-4,-4,-4,-4,-4,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,5,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,2350,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2400,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,40,40,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,5,-9,11,.356008,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,2,-8,4,4,4,4,1,2,4,8,6,6,4,2,7,4,3,5,4,4,3,4,5,3,2,4,2,5,4,2,4,5,5,5,5,3,2,3,3,1,3,1,2,1,5,1,0,2,-1,5,5,1,2,2,1,2,2,1,1,2,2,1976,45,16,640,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,640,6,1,24,1,2,-4,-1,2,3253,1,1,1,39,1,2,4323,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,8,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,3,2,0,2050,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4750,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,40,40,4,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,5,-9,11,2.054588,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,3,5,2,2,2,2,2,2,3,3,8,8,4,4,5,3,4,2,2,4,4,4,3,3,3,3,5,2,4,4,2,4,4,5,4,2,2,2,4,1,2,-8,1,2,3,4,3,0,-8,-1,2,5,1,2,2,1,1,2,2,1,3,1,1967,54,10,453,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,453,4,1,40,1,1,12,-1,2,1324,1,1,1,20,1,2,3340,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,7,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,40,40,4,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,5,-9,11,.661979,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,3,2,2,2,2,2,1,3,3,7,5,5,5,2,4,2,5,5,3,2,3,4,2,4,5,5,2,5,3,2,4,3,1,4,3,4,4,1,2,2,1,1,2,2,3,3,0,12,-1,4,6,1,2,2,2,2,2,1,1,3,1,1963,58,10,453,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,453,4,1,50,3,1,6,-1,2,1412,1,1,1,40,6,1,1410,1,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5,7,1,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,40,40,4,9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,5,-9,11,.661979,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,2,1,1,2,2,-8,1,2,4,6,4,7,2,3,1,4,2,5,4,3,4,4,4,2,5,5,5,5,4,3,4,4,4,4,4,3,2,2,3,2,2,2,1,3,4,1,0,3,-1,1,3,1,2,2,2,2,2,1,1,1,1,1954,67,10,453,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,453,4,2,-4,2,2,-4,-1,2,7310,6,3,-4,-4,-4,-4,-4,-4,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,8,5,1,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,2050,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2000,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,40,40,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,6,-9,11,.478948,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,3,2,2,2,1,4,1,2,4,9,7,10,5,3,4,4,5,5,2,2,3,3,3,3,4,4,4,5,4,2,3,2,3,4,4,2,1,2,2,1,1,1,3,3,4,2,0,6,-1,2,6,1,3,2,2,2,2,1,1,3,2,1997,24,10,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,1,40,1,1,3,-1,2,5223,1,3,-4,-4,-4,-4,-4,-4,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8,7,2,-4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-4,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,3,0,0,1150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4750,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,40,40,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,6,-9,11,4.493522,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,8,2,2,3,3,4,3,1,4,7,7,8,5,3,3,4,5,5,1,2,3,3,2,3,3,3,3,5,3,3,4,2,4,4,4,2,1,1,1,1,1,1,1,3,4,2,0,3,-1,3,3,1,3,2,2,2,2,1,1,2,1,1942,79,10,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,2,-4,1,2,-4,-1,2,7231,6,1,2,-4,1,2,5223,6,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6,7,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,1150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2400,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,40,40,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,6,-9,11,.704035,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,6,1,2,2,3,1,2,1,4,8,8,8,7,1,3,3,4,4,2,2,3,2,3,3,4,4,4,5,2,3,4,2,3,3,3,2,2,1,1,2,2,1,2,2,5,2,0,0,-1,1,4,1,3,2,2,2,2,1,1,3,2,1951,70,10,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,2,-4,1,2,-4,-1,2,5223,6,1,2,-4,1,-8,7420,6,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,6,1,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,-8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,40,40,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,5,-9,11,.827207,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,6,1,1,1,1,2,1,1,3,5,8,9,8,8,2,7,4,5,5,3,4,3,5,4,3,2,1,2,5,2,3,3,3,3,3,3,2,1,2,1,1,1,1,1,2,5,2,0,0,-1,0,2,1,3,2,1,1,2,1,1,2,2,1938,83,11,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,2,-4,1,1,-9,-1,2,5222,6,3,-4,-4,-4,-4,-4,-4,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,7,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,1150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1350,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,40,40,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,5,-9,11,.62272,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,4,2,2,2,3,3,3,3,1,4,7,8,7,5,4,7,4,3,3,2,3,3,2,3,3,3,3,3,5,4,2,4,4,3,4,4,2,1,1,1,2,2,1,1,2,5,2,0,0,-1,2,2,1,3,2,2,2,2,1,1,2,2,1943,78,11,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,2,-4,1,2,-4,-1,2,4110,6,3,-4,-4,-4,-4,-4,-4,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,7,7,1,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,1150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1050,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,40,40,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.02000040000079E+15,0,2021,5,-9,11,.62272,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,1,8,2,1,3,2,2,-8,-8,4,6,7,8,6,5,7,4,5,5,2,3,3,2,3,3,2,2,3,5,4,3,4,3,3,3,3,2,1,1,1,1,2,2,-8,-8,5,2,0,1,-1,1,4,1,2,2,2,2,2,1,1,2,2,1955,66,10,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,2,-4,1,2,-4,-1,2,5220,6,3,-4,-4,-4,-4,-4,-4,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,6,1,-9,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-9,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,0,1450,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1350,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,40,40,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.0200004000008E+15,0,2021,5,-9,11,.540465,60,1
7650,1.0.0 (2022-05-30),doi:10.4232/1.13921,40,40,AT,6,1,4,1,2,3,3,3,1,4,8,7,7,8,3,-8,4,3,2,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,2,1,1,1,2,1,2,2,5,1,0,0,-1,2,6,1,1,2,2,2,2,1,1,3,2,1952,69,11,354,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,354,3,2,-4,1,2,-4,-1,2,3220,6,1,2,-4,1,2,5153,6,3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,6,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,0,0,1150,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2400,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,40,40,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2.0200004000008E+15,0,2021,5,-9,11,.717941,60,1
